[2024-08-13 01:53:06,887] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,893] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,928] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,928] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,936] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,936] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,941] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2024-08-13 01:53:06,942] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io requires the dev libaio .so object and headers but these were not found.
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.[93m [WARNING] [0m async_io: please install the libaio-dev package with apt

[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m async_io: please install the libaio-dev package with apt
[93m [WARNING] [0m If libaio is already installed (perhaps from source), try setting the CFLAGS and LDFLAGS environment variables to where it can be found.
[93m [WARNING] [0m Please specify the CUTLASS repo directory as environment variable $CUTLASS_PATH
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[93m [WARNING] [0m sparse_attn requires a torch version >= 1.5 and < 2.0 but detected 2.3
[93m [WARNING] [0m using untested triton version (2.3.1), only 1.0.0 is known to be compatible
[2024-08-13 01:53:08,979] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:08,991] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:08,992] [INFO] [comm.py:668:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2024-08-13 01:53:09,070] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:09,112] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:09,181] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:09,186] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:09,223] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:09,317] [INFO] [comm.py:637:init_distributed] cdb=None
[2024-08-13 01:53:15,023] [INFO] [partition_parameters.py:345:__exit__] finished initializing model - num_params = 791, num_elems = 8.11B
{'Total': 8099175152, 'Trainable': 8099175152}
llm_type=qwen2
Loading data...
ninja: no work to do.
Time to load fused_adam op: 0.09790968894958496 seconds
Time to load fused_adam op: 0.10177755355834961 seconds
Time to load fused_adam op: 0.10174393653869629 seconds
Time to load fused_adam op: 0.10179495811462402 seconds
Time to load fused_adam op: 0.1017751693725586 seconds
Time to load fused_adam op: 0.10180139541625977 seconds
Time to load fused_adam op: 0.10200619697570801 seconds
Time to load fused_adam op: 0.10180521011352539 seconds
Parameter Offload: Total persistent parameters: 768752 in 422 params
{'loss': 0.3478, 'grad_norm': 3.7862390496373246, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.5253, 'grad_norm': 4.542383139776264, 'learning_rate': 1.5051499783199055e-07, 'epoch': 0.0}
{'loss': 0.4435, 'grad_norm': 4.198133262621268, 'learning_rate': 2.385606273598312e-07, 'epoch': 0.01}
{'loss': 0.3581, 'grad_norm': 4.022493986937771, 'learning_rate': 3.010299956639811e-07, 'epoch': 0.01}
{'loss': 0.4669, 'grad_norm': 4.395289823909953, 'learning_rate': 3.494850021680093e-07, 'epoch': 0.01}
{'loss': 0.4125, 'grad_norm': 4.004360819264112, 'learning_rate': 3.8907562519182173e-07, 'epoch': 0.01}
{'loss': 0.5914, 'grad_norm': 5.674055423471336, 'learning_rate': 4.2254902000712834e-07, 'epoch': 0.01}
{'loss': 0.4283, 'grad_norm': 3.9277764883765287, 'learning_rate': 4.5154499349597166e-07, 'epoch': 0.02}
{'loss': 0.4281, 'grad_norm': 3.8224066494439843, 'learning_rate': 4.771212547196623e-07, 'epoch': 0.02}
{'loss': 0.4087, 'grad_norm': 3.6588188009630764, 'learning_rate': 4.999999999999999e-07, 'epoch': 0.02}
{'loss': 0.4474, 'grad_norm': 4.139623750976344, 'learning_rate': 5.206963425791124e-07, 'epoch': 0.02}
{'loss': 0.4719, 'grad_norm': 4.081354336180172, 'learning_rate': 5.395906230238123e-07, 'epoch': 0.02}
{'loss': 0.5035, 'grad_norm': 4.067963818374745, 'learning_rate': 5.569716761534182e-07, 'epoch': 0.03}
{'loss': 0.4161, 'grad_norm': 3.5916234583237014, 'learning_rate': 5.730640178391189e-07, 'epoch': 0.03}
{'loss': 0.4107, 'grad_norm': 3.213206830023071, 'learning_rate': 5.880456295278405e-07, 'epoch': 0.03}
{'loss': 0.398, 'grad_norm': 3.6198272441527113, 'learning_rate': 6.020599913279622e-07, 'epoch': 0.03}
{'loss': 0.3774, 'grad_norm': 3.4255015817873824, 'learning_rate': 6.15224460689137e-07, 'epoch': 0.03}
{'loss': 0.4997, 'grad_norm': 3.8745376501048847, 'learning_rate': 6.276362525516529e-07, 'epoch': 0.04}
{'loss': 0.3067, 'grad_norm': 2.989990516882425, 'learning_rate': 6.393768004764143e-07, 'epoch': 0.04}
{'loss': 0.3972, 'grad_norm': 3.514222209607244, 'learning_rate': 6.505149978319905e-07, 'epoch': 0.04}
{'loss': 0.3274, 'grad_norm': 2.7496232379656553, 'learning_rate': 6.611096473669595e-07, 'epoch': 0.04}
{'loss': 0.3816, 'grad_norm': 3.3398325061232796, 'learning_rate': 6.712113404111031e-07, 'epoch': 0.04}
{'loss': 0.3511, 'grad_norm': 3.0760418894924166, 'learning_rate': 6.808639180087963e-07, 'epoch': 0.05}
{'loss': 0.3811, 'grad_norm': 3.299027716233423, 'learning_rate': 6.901056208558029e-07, 'epoch': 0.05}
{'loss': 0.3043, 'grad_norm': 2.933417454244644, 'learning_rate': 6.989700043360186e-07, 'epoch': 0.05}
{'loss': 0.3298, 'grad_norm': 2.50403793688649, 'learning_rate': 7.074866739854088e-07, 'epoch': 0.05}
{'loss': 0.4028, 'grad_norm': 3.293371817555409, 'learning_rate': 7.156818820794935e-07, 'epoch': 0.05}
{'loss': 0.3234, 'grad_norm': 2.667938013007971, 'learning_rate': 7.235790156711094e-07, 'epoch': 0.06}
{'loss': 0.2871, 'grad_norm': 2.3472567938047786, 'learning_rate': 7.311989989494779e-07, 'epoch': 0.06}
{'loss': 0.3299, 'grad_norm': 2.6666819540678692, 'learning_rate': 7.38560627359831e-07, 'epoch': 0.06}
{'loss': 0.3178, 'grad_norm': 2.422517140781226, 'learning_rate': 7.456808469171361e-07, 'epoch': 0.06}
{'loss': 0.239, 'grad_norm': 2.5871346112985747, 'learning_rate': 7.525749891599529e-07, 'epoch': 0.06}
{'loss': 0.3006, 'grad_norm': 3.0687341137268005, 'learning_rate': 7.592569699389436e-07, 'epoch': 0.07}
{'loss': 0.2763, 'grad_norm': 2.9091935295629927, 'learning_rate': 7.657394585211274e-07, 'epoch': 0.07}
{'loss': 0.2534, 'grad_norm': 2.6098049027117804, 'learning_rate': 7.720340221751376e-07, 'epoch': 0.07}
{'loss': 0.2571, 'grad_norm': 2.7484983169944868, 'learning_rate': 7.781512503836435e-07, 'epoch': 0.07}
{'loss': 0.179, 'grad_norm': 1.7591551567637902, 'learning_rate': 7.841008620334974e-07, 'epoch': 0.07}
{'loss': 0.2518, 'grad_norm': 2.3946473100544345, 'learning_rate': 7.89891798308405e-07, 'epoch': 0.08}
{'loss': 0.2327, 'grad_norm': 2.121293895276948, 'learning_rate': 7.955323035132494e-07, 'epoch': 0.08}
{'loss': 0.2489, 'grad_norm': 2.75510448291459, 'learning_rate': 8.01029995663981e-07, 'epoch': 0.08}
{'loss': 0.2162, 'grad_norm': 2.1996062808861008, 'learning_rate': 8.063919283598676e-07, 'epoch': 0.08}
{'loss': 0.2522, 'grad_norm': 2.5124045553707006, 'learning_rate': 8.116246451989502e-07, 'epoch': 0.08}
{'loss': 0.1592, 'grad_norm': 1.8600730460866968, 'learning_rate': 8.16734227789793e-07, 'epoch': 0.09}
{'loss': 0.1683, 'grad_norm': 2.462706185872295, 'learning_rate': 8.217263382430935e-07, 'epoch': 0.09}
{'loss': 0.162, 'grad_norm': 1.9331191537698058, 'learning_rate': 8.266062568876716e-07, 'epoch': 0.09}
{'loss': 0.1967, 'grad_norm': 2.2716820062440606, 'learning_rate': 8.313789158407869e-07, 'epoch': 0.09}
{'loss': 0.1284, 'grad_norm': 1.984477008089478, 'learning_rate': 8.360489289678585e-07, 'epoch': 0.09}
{'loss': 0.1518, 'grad_norm': 1.921192985410187, 'learning_rate': 8.406206186877934e-07, 'epoch': 0.1}
{'loss': 0.145, 'grad_norm': 2.021841060927435, 'learning_rate': 8.450980400142567e-07, 'epoch': 0.1}
{'loss': 0.1865, 'grad_norm': 2.0856698496318162, 'learning_rate': 8.494850021680092e-07, 'epoch': 0.1}
{'loss': 0.161, 'grad_norm': 2.201609109393889, 'learning_rate': 8.53785088048968e-07, 'epoch': 0.1}
{'loss': 0.166, 'grad_norm': 1.8497429539618444, 'learning_rate': 8.580016718173995e-07, 'epoch': 0.1}
{'loss': 0.1414, 'grad_norm': 1.6718958000459452, 'learning_rate': 8.621379348003944e-07, 'epoch': 0.11}
{'loss': 0.1567, 'grad_norm': 2.113393600695951, 'learning_rate': 8.661968799114842e-07, 'epoch': 0.11}
{'loss': 0.2098, 'grad_norm': 2.4018751968288843, 'learning_rate': 8.701813447471218e-07, 'epoch': 0.11}
